property_id,location,area_sqft,bedrooms,bathrooms,age_years,price_lakhs,parking_spaces,amenities_count,price_per_sqft,rooms_ratio,amenities_density,age_category,price_category,size_category
583,Mumbai,1575.7987283376335,1,1,25.335588196639915,419.5963376269492,1,9,26627.533712354012,0.5,5.711389302550347,Old,Luxury,Standard
584,Mumbai,3911.181894550474,1,1,26.407002863687683,426.3293753010736,1,3,10900.269708629163,0.5,0.7670315727785401,Old,Luxury,Spacious
585,Bangalore,3920.0249523294433,3,1,44.43638642758573,182.5077500263901,0,7,4655.780313794593,1.5,1.785702919018489,Old,Mid-Range,Spacious
586,Chennai,1906.6911120873503,5,1,19.02830664736081,400.85891106356144,3,3,21023.799215423052,2.5,1.5734064007440354,Old,Luxury,Standard
587,Hyderabad,2348.071848546273,4,2,45.42620152502562,121.8456584522758,1,8,5189.17930589357,1.3333333333333333,3.4070507701682646,Old,Mid-Range,Large
588,Mumbai,1443.6062484359038,5,1,22.06837801598948,374.444048596584,1,7,25938.101127110036,2.5,4.848967651382953,Old,Luxury,Standard
589,Hyderabad,4894.52460495307,5,4,37.31863373961769,475.224524610856,1,4,9709.309135558276,1.0,0.817239736817781,Old,Luxury,Spacious
590,Mumbai,3405.2115967628524,5,4,46.512715999252805,26.59704065165945,0,8,781.0686618400982,1.0,2.349340054992518,Old,Budget,Spacious
591,Mumbai,4705.44746321982,5,1,45.37878519816332,231.37468696582303,2,7,4917.166513373398,2.5,1.487637478627819,Old,Premium,Spacious
592,Mumbai,1865.2349463310995,1,1,2.847643364784058,330.9300744387222,1,9,17742.00483910398,0.5,4.825129412089839,Recent,Luxury,Standard
593,Chennai,4018.509108486004,4,2,10.285214748828492,356.85236983402547,1,3,8880.218016190378,1.3333333333333333,0.7465455269629255,Old,Luxury,Spacious
594,Delhi,3946.363897481339,3,2,23.845271276613754,104.52212396921706,2,3,2648.56781291572,1.0,0.7601934535015055,Old,Mid-Range,Spacious
595,Hyderabad,3612.450433399437,5,1,21.577714497655364,486.6479721145246,1,0,13471.408980872091,2.5,0.0,Old,Luxury,Spacious
596,Chennai,4845.375388700602,3,2,32.04458324186035,315.327376626067,3,3,6507.800765270103,1.0,0.6191470751669703,Old,Luxury,Spacious
597,Chennai,2270.99901247842,1,3,47.23545254127061,98.88348858956851,1,7,4354.184570148867,0.25,3.0823439206874235,Old,Budget,Large
598,Chennai,1088.2279561539078,1,1,5.620235563897441,29.85080562200734,2,4,2743.065499576777,0.5,3.67570046090075,Medium,Budget,Standard
599,Chennai,3522.689866598273,2,2,22.592933256712023,395.9668154190924,0,5,11240.467665734719,0.6666666666666666,1.419369910308996,Old,Luxury,Spacious
600,Chennai,3781.894102147428,5,4,9.620551894356966,58.25827493382036,0,3,1540.4523067089651,1.0,0.7932533061400492,Medium,Budget,Spacious
601,Bangalore,3087.772580564666,2,1,44.705379919897375,87.70444211371354,3,4,2840.378940656144,1.0,1.2954321912103104,Old,Budget,Spacious
602,Hyderabad,1430.6805191002832,3,1,48.22900929008264,295.9184128907315,1,9,20683.752168291678,1.5,6.2907126223119745,Old,Premium,Standard
603,Chennai,2770.051737512099,4,4,23.935084094517507,309.68264165581746,1,7,11179.669948473836,0.8,2.5270286129337776,Old,Luxury,Large
604,Hyderabad,1904.8538145610823,2,4,5.200514886407037,349.70581692435127,2,8,18358.669534172666,0.4,4.199797348671276,Medium,Luxury,Standard
605,Bangalore,2423.599376750101,1,2,39.26473333613366,208.88672607853795,2,2,8618.86366543972,0.3333333333333333,0.8252188951632254,Old,Premium,Large
606,Bangalore,3403.4835913009874,5,4,34.85706752461995,391.471361104075,3,9,11502.07869679884,1.0,2.644349460947374,Old,Luxury,Spacious
607,Hyderabad,3853.4663421087553,3,3,17.73354133051552,487.6921278156266,3,3,12655.933243437748,0.75,0.778519839973039,Old,Luxury,Spacious
608,Mumbai,1545.011109056044,1,1,44.37037369844818,150.12557267834384,1,0,9716.795678580338,0.5,0.0,Old,Mid-Range,Standard
609,Delhi,2323.9641229112904,4,3,48.79159448913536,357.45373593821404,1,4,15381.207154369598,1.0,1.7211969670982252,Old,Luxury,Large
610,Mumbai,1711.2270694623314,5,2,27.89269245650977,465.6649531496753,3,3,27212.341451329863,1.6666666666666667,1.7531279475041275,Old,Luxury,Standard
611,Mumbai,1393.842262378411,4,4,28.28639556721462,349.4176460561805,0,5,25068.66490473209,0.8,3.58720648308378,Old,Luxury,Standard
612,Mumbai,4025.2424899812727,4,1,14.875675255688892,346.93255934924457,0,5,8618.923213017624,2.0,1.2421611896537599,Old,Luxury,Spacious
613,Chennai,4591.637124966466,5,4,29.22530179916571,127.41083316089916,0,9,2774.845435152493,1.0,1.9600852060071556,Old,Mid-Range,Spacious
614,Bangalore,2166.044835580595,5,4,21.982116026242327,276.86249615345264,0,5,12781.93745602876,1.0,2.308354803126585,Old,Premium,Large
615,Mumbai,3880.755159681951,4,2,15.109551346402592,290.0109649301985,3,2,7473.054933822891,1.3333333333333333,0.5153636129324662,Old,Premium,Spacious
616,Bangalore,4536.47880213985,3,2,3.359259826195066,356.06218997885736,2,6,7848.867051046362,1.0,1.3226117131132211,Recent,Luxury,Spacious
617,Hyderabad,4307.558947386042,5,2,12.635392985456246,498.4742959501676,0,2,11572.082983394968,1.6666666666666667,0.4643000883861754,Old,Luxury,Spacious
618,Delhi,1322.6602484265163,1,2,9.89273248388322,36.1490348210058,3,5,2733.05520930337,0.3333333333333333,3.7802602791973055,Medium,Budget,Standard
619,Hyderabad,4803.313466810126,2,1,27.102099227697448,51.31167740839368,0,9,1068.2558563572095,1.0,1.8737065698893245,Old,Budget,Spacious
620,Hyderabad,2195.043981932581,3,3,30.08350108817969,57.416033326841,1,0,2615.7122043764357,0.75,0.0,Old,Budget,Large
621,Chennai,2026.5829752822635,5,3,30.428586215300825,376.62998455469926,0,7,18584.48379110863,1.25,3.454090005382107,Old,Luxury,Large
622,Delhi,780.9409727500115,5,1,19.40905005228396,85.44982165316361,3,6,10941.90529564097,2.5,7.683039063594722,Old,Budget,Compact
623,Hyderabad,2687.781443471973,3,4,21.0614866842748,318.7768997553657,1,8,11860.223997364234,0.6,2.976432484653926,Old,Luxury,Large
624,Hyderabad,990.5612703841792,2,1,41.711921482032,175.84106138886006,1,2,17751.65925078636,1.0,2.019057336275948,Old,Mid-Range,Compact
625,Delhi,1618.429194173417,4,3,23.81164067585812,239.51357898114128,0,7,14799.13856246695,1.0,4.3251814940072935,Old,Premium,Standard
626,Delhi,1926.2417979527663,1,3,49.38866660685612,123.51831671235868,0,1,6412.399359396909,0.25,0.5191456239101511,Old,Mid-Range,Standard
627,Hyderabad,4139.718455712578,5,1,21.980861500443243,435.7311494261802,1,8,10525.62279506945,2.5,1.9324985709983369,Old,Luxury,Spacious
628,Delhi,4439.698926781534,2,2,32.47904723089195,301.35215559825264,2,0,6787.670978777642,0.6666666666666666,0.0,Old,Luxury,Spacious
629,Hyderabad,1861.0984285766133,1,4,2.51814994966979,473.3903665194812,3,9,25436.073624624725,0.2,4.835853849429817,Recent,Luxury,Standard
630,Hyderabad,4364.141545600583,3,1,32.66699622094054,295.8061998580782,3,6,6778.107372715153,1.5,1.374840833484995,Old,Premium,Spacious
631,Chennai,4357.53921816406,5,3,42.5713197207503,79.4758546865344,3,9,1823.870095196058,1.25,2.065385886255299,Old,Budget,Spacious
632,Mumbai,3940.9292767319303,4,2,47.12289192666481,102.01780824246822,3,0,2588.673916195418,1.3333333333333333,0.0,Old,Mid-Range,Spacious
633,Hyderabad,1160.128013068317,3,4,49.866030581988525,494.7555086565667,3,5,42646.63063759945,0.6,4.309869207257529,Old,Luxury,Standard
634,Bangalore,3606.4528110532806,5,3,14.108932282461655,368.2712947188165,1,0,10211.454690052113,1.25,0.0,Old,Luxury,Spacious
635,Mumbai,4752.608290612559,2,4,28.76850324128584,43.65380001396304,3,3,918.5229950507144,0.4,0.6312323289772599,Old,Budget,Spacious
636,Mumbai,3571.4321544522068,1,2,22.535899276607367,357.8148824166391,2,6,10018.806656332,0.3333333333333333,1.6799983145473727,Old,Luxury,Spacious
637,Mumbai,1992.2758209852527,1,3,28.19087402875855,217.8430624686136,2,1,10934.382688079922,0.25,0.5019385315359917,Old,Premium,Standard
638,Chennai,2752.606928438741,5,2,7.872647859492332,167.46002567513145,0,2,6083.688300897855,1.6666666666666667,0.7265839446006139,Medium,Mid-Range,Large
639,Hyderabad,3405.762695079741,3,1,42.80747862979708,93.94918099065646,0,3,2758.535734929024,1.5,0.8808599625376304,Old,Budget,Spacious
640,Chennai,2797.566839278266,4,1,45.47844716722938,423.1538981871515,0,5,15125.783314486223,2.0,1.7872673960097167,Old,Luxury,Large
641,Hyderabad,1039.7882377893643,2,4,22.483083155646128,50.64386191476834,0,8,4870.593845381385,0.4,7.693874299836621,Old,Budget,Standard
642,Chennai,1904.2882009340929,5,2,14.021493078678844,159.12102194222734,1,3,8355.931726309873,1.6666666666666667,1.5753917912889646,Old,Mid-Range,Standard
643,Chennai,4110.7821374913465,2,2,7.041671382650616,167.0637890363381,2,5,4064.038994250636,0.6666666666666666,1.216313546368407,Medium,Mid-Range,Spacious
644,Bangalore,4376.3812074298285,1,4,34.18824123889022,97.23453630248017,1,6,2221.8022538211267,0.2,1.3709957418274572,Old,Budget,Spacious
645,Chennai,1117.850147220066,4,4,15.61159198103676,263.92874397769776,2,3,23610.38683351708,0.8,2.6837228652342824,Old,Premium,Standard
646,Delhi,4785.740385794261,2,4,45.47692849566943,25.61726086922846,1,5,535.2831287144071,0.4,1.0447704214883313,Old,Budget,Spacious
647,Bangalore,1979.701780318742,5,1,33.5506237422435,164.4682473969964,2,2,8307.728418091141,2.5,1.0102531703931639,Old,Mid-Range,Standard
648,Chennai,3480.41182428824,4,4,32.28426625871204,468.1421331358707,0,4,13450.768379446243,0.8,1.149289280103517,Old,Luxury,Spacious
649,Mumbai,3883.213156805065,3,1,27.970105794912044,169.05419328416275,2,9,4353.4615911544,1.5,2.317668290814301,Old,Mid-Range,Spacious
650,Delhi,4153.758055870476,5,4,2.2888169714362805,193.0205058112408,0,3,4646.888509513605,1.0,0.7222375399934818,Recent,Mid-Range,Spacious
651,Delhi,4755.873660016686,2,2,46.59612178427935,247.11922315235435,2,6,5196.084690598937,0.6666666666666666,1.261597853290945,Old,Premium,Spacious
652,Delhi,1908.1379661297017,4,2,31.396874664973,289.6128199287079,1,5,15177.771475095846,1.3333333333333333,2.620355597316455,Old,Premium,Standard
653,Bangalore,4363.279045481995,5,4,49.70309916915552,408.18014951395713,3,6,9354.89445573305,1.0,1.3751126016597004,Old,Luxury,Spacious
654,Chennai,1092.5910654629315,4,4,26.867820238644352,111.35418711488846,2,5,10191.753404802705,0.8,4.576277582758282,Old,Mid-Range,Standard
655,Chennai,3672.6840785911672,4,1,35.50554459531065,438.4382610524274,1,1,11937.815822715991,2.0,0.27228042995290724,Old,Luxury,Spacious
656,Mumbai,3838.899782812936,4,3,2.8104778933111083,383.6236914290669,3,6,9993.063459134339,1.0,1.5629478078230863,Recent,Luxury,Spacious
657,Mumbai,3549.754585405942,2,1,31.586808841170544,366.8721606375465,1,7,10335.141537554822,1.0,1.9719673097343136,Old,Luxury,Spacious
658,Delhi,1635.4163126081885,5,2,38.23248057951786,61.66619538302491,3,6,3770.67263592832,1.6666666666666667,3.6687906031896564,Old,Budget,Standard
659,Mumbai,4428.694161568415,1,4,38.92571474262787,30.387531187800647,0,3,686.1510431562281,0.2,0.6774005814250118,Old,Budget,Spacious
660,Bangalore,1259.8630851667776,1,2,38.50558261151427,305.1260964358803,2,3,24218.988557434273,0.3333333333333333,2.381211129464014,Old,Luxury,Standard
661,Chennai,741.3565618437387,2,3,11.314131364683384,434.3043020111174,1,4,58582.37781439628,0.5,5.395514393306348,Old,Luxury,Compact
662,Delhi,3728.592457753605,2,1,48.769923880261295,300.53190278750526,2,8,8060.197143899421,1.0,2.145581768628,Old,Luxury,Spacious
663,Mumbai,2639.6407185473017,4,2,49.75910603124694,122.3527354138548,0,4,4635.204122824349,1.3333333333333333,1.5153577423981237,Old,Mid-Range,Large
664,Bangalore,4320.941089814042,5,1,3.7797937580800633,63.44955101562235,0,1,1468.419719148566,2.5,0.23143106541242764,Recent,Budget,Spacious
665,Bangalore,2225.2871347621654,5,4,46.82232114058786,355.8062973525128,2,4,15989.230863483184,1.0,1.7975208401263296,Old,Luxury,Large
666,Mumbai,1257.2536482847077,3,2,14.472459715218466,366.4497331125486,1,2,29146.841897217968,1.0,1.5907688975320404,Old,Luxury,Standard
667,Chennai,4263.989866114414,3,3,34.46420408754824,102.81521632981216,1,9,2411.244387489671,0.75,2.1106992001839116,Old,Mid-Range,Spacious
668,Mumbai,2970.0933423803226,1,1,16.905546036806605,33.53135143833741,1,7,1128.9662503153645,0.5,2.3568282855346188,Old,Budget,Large
669,Delhi,1351.3810657565969,3,1,48.38771616865608,215.97608634713453,2,9,15981.878969587022,1.5,6.659853558745235,Old,Premium,Standard
670,Mumbai,3741.727993639006,3,3,5.075192915176774,299.70497702385063,1,9,8009.801287890345,0.75,2.405305787940795,Medium,Premium,Spacious
671,Bangalore,2800.011373202753,1,2,24.8873408478188,358.8811565922518,1,1,12817.13210263681,0.3333333333333333,0.35714140648513304,Old,Luxury,Large
672,Mumbai,3219.408420081439,1,2,21.40238959710373,408.7736043933933,3,3,12697.165163749334,0.3333333333333333,0.9318482182276553,Old,Luxury,Spacious
673,Chennai,2574.0425219296185,3,1,16.301172613899244,313.0579651072315,1,4,12162.113191220677,1.5,1.553975882652249,Old,Luxury,Large
674,Hyderabad,4229.190427181029,5,3,32.27669954400743,73.22269212727281,0,3,1731.3642738021485,1.25,0.7093556205743266,Old,Budget,Spacious
675,Mumbai,4233.032220573725,3,1,6.552787171083374,347.6392026283591,1,4,8212.533817690663,1.5,0.9449491030469547,Medium,Luxury,Spacious
676,Chennai,3692.249698209738,4,1,35.83312090668485,492.4047885895434,2,9,13336.172492025547,2.0,2.437538285767572,Old,Luxury,Spacious
677,Chennai,974.3061982840802,4,4,49.02960619023936,454.6806006067538,2,3,46667.11567754819,0.8,3.0791141483894005,Old,Luxury,Compact
678,Bangalore,4274.84237856831,4,2,40.22793572343151,438.4010764493661,1,2,10255.37406121138,1.3333333333333333,0.46785350730751885,Old,Luxury,Spacious
679,Chennai,3519.5584123980943,2,2,43.00083764547727,165.04167361200362,2,0,4689.272183425717,0.6666666666666666,0.0,Old,Mid-Range,Spacious
680,Chennai,3636.608747019348,4,4,17.981837158950125,380.37832469792033,2,3,10459.698888688192,0.8,0.8249443942681137,Old,Luxury,Spacious
681,Chennai,2133.422781817422,5,2,16.244330324060936,428.52965406326985,1,8,20086.4853284361,1.6666666666666667,3.749842772928933,Old,Luxury,Large
682,Chennai,4456.7580027065305,2,2,25.85241773450666,345.5965782230063,3,0,7754.438944477803,0.6666666666666666,0.0,Old,Luxury,Spacious
683,Delhi,3764.1722010568583,2,2,2.286330738113634,140.26964315263064,3,6,3726.440653093592,0.6666666666666666,1.5939759605884642,Recent,Mid-Range,Spacious
684,Delhi,1006.657099381375,4,3,47.26790672282663,477.84030649998,3,2,47468.03124853827,1.0,1.9867738490386326,Old,Luxury,Standard
685,Bangalore,2335.001154827732,3,4,7.18925865080961,236.3933175001644,3,7,10123.905806702038,0.6,2.997857189717936,Medium,Premium,Large
686,Mumbai,4488.711628820638,1,1,45.15065195840462,82.3066681596221,0,5,1833.6367974978896,0.5,1.1139053727346921,Old,Budget,Spacious
687,Chennai,712.3851576382054,3,3,4.179111100017785,72.69338962754816,1,0,10204.225740546168,0.75,0.0,Recent,Budget,Compact
688,Mumbai,4826.374788389223,3,1,41.13124638392801,330.809113903542,2,9,6854.194471166376,1.5,1.864753649395658,Old,Luxury,Spacious
689,Mumbai,3556.2315574380327,2,4,7.598126293910756,230.1006302800348,2,4,6470.3500478974165,0.4,1.124786149437824,Medium,Premium,Spacious
690,Bangalore,3341.191899395195,2,4,1.906580704573635,65.35226008590254,1,7,1955.9564985696352,0.4,2.0950607480124397,Brand New,Budget,Spacious
691,Chennai,1717.516654195961,2,4,35.97447251297044,375.37499463492543,2,2,21855.68295468166,0.4,1.164471968940692,Old,Luxury,Standard
692,Chennai,1619.5630493262968,5,2,14.013265008721415,403.6760802841375,0,3,24924.99939734103,1.6666666666666667,1.8523514729778106,Old,Luxury,Standard
693,Hyderabad,4739.26198769868,5,3,35.724807639217474,368.1995027774967,3,6,7769.131643981752,1.25,1.266019902586883,Old,Luxury,Spacious
694,Mumbai,1842.2260440535524,1,4,27.75426252364099,117.0852212883262,1,5,6355.638151260584,0.2,2.7141077590012905,Old,Mid-Range,Standard
695,Mumbai,3989.773835235497,2,1,5.440369511503279,351.0922188781133,2,6,8799.80252959351,1.0,1.5038446407691801,Medium,Luxury,Spacious
696,Delhi,2269.048091931856,4,2,46.606503665058185,25.146945389304847,0,8,1108.2596917500705,1.3333333333333333,3.525707554831436,Old,Budget,Large
697,Hyderabad,1126.643318531168,2,2,22.61570873817388,166.45382704563642,2,8,14774.314488692506,0.6666666666666666,7.100738865988033,Old,Mid-Range,Standard
698,Delhi,548.2188396291152,5,3,36.7223638899344,211.434335075621,0,1,38567.506220446936,1.25,1.824089082156547,Old,Premium,Compact
699,Delhi,2949.1580165686287,2,3,25.05102860078125,420.9185354650408,2,2,14272.498560615726,0.5,0.678159660745143,Old,Luxury,Large
700,Delhi,4891.004683470197,5,3,30.21807374806024,207.38929907331405,3,3,4240.21877906218,1.25,0.6133709113260309,Old,Premium,Spacious
701,Bangalore,2161.11287214142,2,2,15.138679617834622,25.40933417091118,1,5,1175.752294036053,0.6666666666666666,2.313622793355333,Old,Budget,Large
702,Bangalore,2107.365502968701,4,4,10.018015200172512,189.1262776774445,3,4,8974.536093099056,0.8,1.8981045264170335,Old,Mid-Range,Large
703,Delhi,2048.412280322489,1,1,27.12851017040339,259.48356721245784,3,5,12667.545967436125,0.5,2.440914872475199,Old,Premium,Large
704,Hyderabad,2842.447267871863,4,4,22.010948648550094,475.5222976029313,2,7,16729.326977416695,0.8,2.4626666179953065,Old,Luxury,Large
705,Mumbai,2482.9919754093207,5,1,19.505660671696656,471.6964658189815,3,1,18997.099889588746,2.5,0.4027399242138711,Old,Luxury,Large
706,Hyderabad,4459.615820271565,3,4,33.62835975473115,106.81953834627755,1,5,2395.2632390601943,0.6,1.1211728098353388,Old,Mid-Range,Spacious
707,Chennai,2774.8435627557064,4,3,34.5253316005568,108.87034003493676,0,8,3923.4766779723345,1.0,2.8830454110555963,Old,Mid-Range,Large
708,Bangalore,2784.91027184856,2,1,2.296002804563152,98.42309910298424,0,4,3534.15692052632,1.0,1.436311984782508,Recent,Budget,Large
709,Mumbai,1122.6721762425047,1,2,16.937224712183607,398.6825275587696,2,0,35511.92734580174,0.3333333333333333,0.0,Old,Luxury,Standard
710,Mumbai,4922.3279340967365,2,1,20.58822751131887,22.890579376835056,1,7,465.0356433644552,1.0,1.4220913546843001,Old,Budget,Spacious
711,Chennai,1624.8780089097336,2,2,4.844608058208405,81.04505513210113,1,3,4987.7624466393645,0.6666666666666666,1.8462924499870306,Recent,Budget,Standard
712,Chennai,830.138303568212,4,4,11.795043334914418,278.2206231891675,0,7,33514.97238391268,0.8,8.432329853846834,Old,Premium,Compact
713,Delhi,3484.15812038844,1,3,2.582089861137832,138.82979210564744,0,3,3984.6007933236297,0.25,0.8610401412165352,Recent,Mid-Range,Spacious
714,Bangalore,3179.1486657059268,3,1,49.81210493085103,64.3310999548458,3,7,2023.5322949441604,1.5,2.2018473296044045,Old,Budget,Spacious
715,Bangalore,2368.155442967356,2,2,36.82786014849223,192.7414459202405,2,8,8138.884906927005,0.6666666666666666,3.37815662555318,Old,Mid-Range,Large
716,Hyderabad,2399.865052463051,1,4,4.372507825137683,151.61965042891748,0,4,6317.840674970696,0.2,1.6667603855036282,Recent,Mid-Range,Large
717,Delhi,4032.78764470894,3,3,1.0124689895046055,265.33006712685653,0,4,6579.321563707237,0.75,0.9918697319081609,Brand New,Premium,Spacious
718,Delhi,1380.7068804484206,2,3,35.964390007614014,490.032125038494,1,1,35491.3944427758,0.5,0.7242666884336985,Old,Luxury,Standard
719,Delhi,4191.139935252004,1,3,21.959608284133346,79.66622567116084,1,8,1900.824761327629,0.25,1.9087885691220612,Old,Budget,Spacious
720,Delhi,3419.3620125275816,4,4,39.3398354532288,198.90881832036527,1,3,5817.132482364233,0.8,0.8773566498688478,Old,Mid-Range,Spacious
721,Bangalore,2385.36398200786,2,4,46.17380189091919,467.3528085787879,0,2,19592.515528191954,0.4,0.8384464656486164,Old,Luxury,Large
722,Bangalore,2561.128774627409,2,4,29.965019450818627,440.8990608770348,2,1,17215.028984287466,0.4,0.3904528385713363,Old,Luxury,Large
723,Delhi,1654.912432337431,1,3,9.355421145862651,209.2500966964547,3,2,12644.179390259684,0.25,1.2085231586393732,Medium,Premium,Standard
724,Hyderabad,3884.5144971363866,2,1,39.10970180232263,355.4975669694735,2,3,9151.660194125718,1.0,0.7722972850819738,Old,Luxury,Spacious
725,Mumbai,2807.9363403737048,3,2,47.79058715871872,62.17136651904588,0,8,2214.1302003581595,1.0,2.8490674396611464,Old,Budget,Large
726,Mumbai,1943.845442374296,2,4,29.0115643529978,362.0197066609352,3,5,18623.8935858372,0.4,2.57222096520842,Old,Luxury,Standard
727,Hyderabad,3182.225520924276,5,1,34.09987236403668,486.9717101526759,2,9,15302.866090120324,2.5,2.8282093587716415,Old,Luxury,Spacious
728,Delhi,4980.805034230953,3,2,16.873734751833652,277.994313360412,0,4,5581.312889179066,1.0,0.8030830302550896,Old,Premium,Spacious
729,Bangalore,2458.680258454492,1,3,19.07638473301556,259.27530897651883,2,8,10545.304054277369,0.25,3.2537781081907493,Old,Premium,Large
730,Mumbai,4643.111303503788,3,1,36.7327248926532,109.91293745691696,0,7,2367.225988616176,1.5,1.5076097776759423,Old,Mid-Range,Spacious
731,Chennai,2052.575779660548,5,3,46.38855492034096,324.2183354755001,1,5,15795.681635155943,1.25,2.4359636557861424,Old,Luxury,Large
732,Chennai,746.2971811624365,5,2,31.44941936121761,303.4098947738792,2,2,40655.3719392704,1.6666666666666667,2.679897566924733,Old,Luxury,Compact
733,Hyderabad,1419.08947865793,2,4,39.49239542426737,332.92786854836027,1,6,23460.667812379164,0.4,4.228063198435068,Old,Luxury,Standard
734,Delhi,2384.128144974579,2,3,8.581750870768651,32.51997760866647,1,9,1364.0197015925594,0.5,3.7749648729959366,Medium,Budget,Large
735,Mumbai,1488.3571786755606,4,1,10.597954512898678,283.3872744075553,3,5,19040.273293789076,2.0,3.3594086632143862,Old,Premium,Standard
736,Delhi,501.02167198214994,3,4,26.601734341669506,305.56872487873903,3,7,60989.123218930465,0.6,13.971451518866417,Old,Luxury,Compact
737,Mumbai,4617.506919863873,4,1,8.827709612142026,119.61446499814504,2,5,2590.4555656122625,2.0,1.0828354102710047,Medium,Mid-Range,Spacious
738,Hyderabad,4297.45735053918,5,2,31.74975351104618,119.99977159449728,0,9,2792.3435139953517,1.6666666666666667,2.0942616216705017,Old,Mid-Range,Spacious
739,Hyderabad,3840.315041691262,2,2,14.582659269734949,152.5847208852559,3,3,3973.234467192517,0.6666666666666666,0.7811859098619185,Old,Mid-Range,Spacious
740,Chennai,1255.165680407129,2,4,39.5766309333446,361.62636402907407,3,9,28811.046196847572,0.4,7.170368135847003,Old,Luxury,Standard
741,Delhi,1041.6360929449372,2,1,40.40551733071717,311.0077104955384,1,6,29857.61655169324,1.0,5.7601690654138755,Old,Luxury,Standard
742,Chennai,804.2213726257241,1,1,23.189372787767653,425.9660701365462,1,6,52966.27080996343,0.5,7.4606323634628575,Old,Luxury,Compact
743,Delhi,3758.1313494781457,5,1,9.040531751881764,161.9161144846871,0,7,4308.420846098707,2.5,1.8626278192676848,Medium,Mid-Range,Spacious
744,Chennai,4679.635823095484,2,1,32.33874805409663,457.7926687463928,3,1,9782.655874353322,1.0,0.21369184222940674,Old,Luxury,Spacious
745,Bangalore,2437.4111941086667,5,2,49.63935091317932,376.978957752012,3,5,15466.366883978675,1.6666666666666667,2.0513567887458737,Old,Luxury,Large
746,Bangalore,1036.1330239822169,2,1,31.129544897126166,209.6056016065745,0,2,20229.603415301623,1.0,1.930254082929728,Old,Premium,Standard
747,Bangalore,2805.76769329448,3,2,1.7887345357003923,65.72579150021883,3,7,2342.524352864183,1.0,2.4948608599098705,Brand New,Budget,Large
748,Bangalore,2069.7435835638357,5,1,0.864698788354129,143.3521579939916,2,3,6926.08297628624,2.5,1.4494549101750955,Brand New,Mid-Range,Large
749,Mumbai,2186.712159574989,4,1,16.01809852461531,479.2487442631281,2,3,21916.40734079401,2.0,1.3719226770948592,Old,Luxury,Large
750,Bangalore,3295.9878087006828,1,3,9.789190343020245,168.9744204243581,0,1,5126.670067719996,0.25,0.30339918047033426,Medium,Mid-Range,Spacious
751,Hyderabad,3734.231509679911,4,3,40.652560357165406,178.35246087155093,1,5,4776.148999043684,1.0,1.3389635824771313,Old,Mid-Range,Spacious
752,Hyderabad,997.7161949292238,5,1,42.24028335180002,111.00268692690418,0,5,11125.67757154413,2.5,5.0114451638771795,Old,Mid-Range,Compact
753,Mumbai,660.1560386291437,2,2,12.930938565523808,407.28828854660736,2,0,61695.76050419346,0.6666666666666666,0.0,Old,Luxury,Compact
754,Bangalore,4974.486362085717,5,1,16.282238847494636,152.30923051629313,3,7,3061.808183396697,2.5,1.4071804585398482,Old,Mid-Range,Spacious
755,Bangalore,1547.2775701199832,1,3,11.812348385755731,178.5239592170507,3,2,11537.94009973318,0.25,1.2925928990523081,Old,Mid-Range,Standard
756,Bangalore,742.2373620880659,5,1,45.4191273685632,218.8870920471808,1,0,29490.17433337046,2.5,0.0,Old,Premium,Compact
757,Chennai,1354.43898093164,2,3,25.13246673111411,228.18957429181265,1,9,16847.534477696023,0.5,6.644817615784671,Old,Premium,Standard
758,Delhi,675.310308568089,4,1,32.80685220410099,217.4435793992104,2,0,32199.06117830073,2.0,0.0,Old,Premium,Compact
759,Chennai,2263.1490257772725,3,4,20.77410433498017,261.79697377986975,1,0,11567.818592501051,0.6,0.0,Old,Premium,Large
760,Delhi,4110.808030030959,4,1,31.55070967522656,410.9661822158736,0,4,9997.211721238624,2.0,0.9730447081883985,Old,Luxury,Spacious
761,Bangalore,2035.6000239097427,2,2,19.292768836086804,413.25681955617057,2,4,20301.474489199263,0.6666666666666666,1.9650225746791197,Old,Luxury,Large
762,Bangalore,2498.825330952649,2,3,16.983921886461275,403.1903042064065,3,0,16135.19357324166,0.5,0.0,Old,Luxury,Large
763,Chennai,3540.1404810534746,1,4,31.72400365867401,68.53992277591401,3,4,1936.079179420527,0.2,1.1298986640241124,Old,Budget,Spacious
764,Chennai,2790.023315314461,5,3,29.55310390244946,403.8458255719108,3,6,14474.639812334104,1.25,2.1505196630673127,Old,Luxury,Large
765,Delhi,4376.505587095959,5,3,14.67639770839748,77.72085127355686,1,4,1775.8654645092943,1.25,0.9139711855490192,Old,Budget,Spacious
766,Hyderabad,4397.160537705904,4,2,7.467422515973671,79.86740962508384,2,8,1816.3405438627092,1.3333333333333333,1.819355907386037,Medium,Budget,Spacious
767,Delhi,544.5981297101914,3,1,18.42883469190688,474.9741303847812,1,3,87215.52728018719,1.5,5.5086491053438875,Old,Luxury,Compact
768,Chennai,4001.208379174396,3,2,20.75988195709546,413.31096545865984,0,8,10329.653601893682,1.0,1.9993959928802079,Old,Luxury,Spacious
769,Chennai,2573.3012010875323,1,1,31.43421667123024,285.15702409664414,2,7,11081.36987524549,0.5,2.720241220515364,Old,Premium,Large
770,Mumbai,4949.782435866484,2,4,45.72643818184319,439.9856981493738,1,0,8888.990654643836,0.4,0.0,Old,Luxury,Spacious
